<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2010.05.11	0.72186	0.72214	0.71560	0.71603	33195	0	30
2010.05.12	0.71590	0.71982	0.71043	0.71381	30593	0	30
2010.05.13	0.71410	0.71912	0.71265	0.71324	23918	0	30
2010.05.14	0.71330	0.71515	0.70595	0.70665	27784	0	30
2010.05.17	0.70570	0.70725	0.69150	0.69773	101354	0	11
2010.05.18	0.69762	0.70387	0.68876	0.68993	30533	0	30
2010.05.19	0.68971	0.69017	0.66580	0.68110	24651	0	30
2010.05.20	0.68100	0.68750	0.66193	0.66723	24416	0	40
2010.05.21	0.66726	0.68170	0.66383	0.67839	38201	0	35
2010.05.24	0.67607	0.67859	0.66840	0.67027	32859	0	30
2010.05.25	0.67030	0.67240	0.65602	0.67031	30512	0	30
2010.05.26	0.67027	0.67415	0.66042	0.66467	27557	0	30
2010.05.27	0.66464	0.68573	0.66269	0.68304	28893	0	30
2010.05.28	0.68281	0.68601	0.67538	0.67869	28515	0	29
2010.05.31	0.67700	0.68459	0.67097	0.68152	19591	0	30
2010.06.01	0.68152	0.68376	0.67011	0.67518	38275	0	30
2010.06.02	0.67540	0.68216	0.67182	0.68111	33281	0	30
2010.06.03	0.68110	0.68976	0.67833	0.68296	29712	0	15
2010.06.04	0.68299	0.68629	0.66817	0.67047	27311	0	30
2010.06.07	0.67014	0.67102	0.65805	0.65844	34825	0	30
2010.06.08	0.65852	0.66825	0.65721	0.66687	36620	0	30
2010.06.09	0.66684	0.67465	0.66114	0.67140	30652	0	27
2010.06.10	0.67124	0.68751	0.66954	0.68481	34061	0	30
2010.06.11	0.68467	0.69090	0.68015	0.68973	32761	0	30
2010.06.14	0.69024	0.70188	0.69011	0.69458	24541	0	30
2010.06.15	0.69457	0.69918	0.68859	0.69848	43466	0	14
2010.06.16	0.69834	0.70010	0.69295	0.69655	24464	0	22
2010.06.17	0.69657	0.70608	0.69466	0.70427	22944	0	30
2010.06.18	0.70432	0.70713	0.70173	0.70652	18607	0	26
2010.06.21	0.71164	0.71511	0.70677	0.70793	24276	0	30
2010.06.22	0.70790	0.71176	0.70315	0.70344	24522	0	30
2010.06.23	0.70371	0.71578	0.70255	0.71295	23425	0	30
2010.06.24	0.71275	0.71410	0.70349	0.70777	29621	0	30
2010.06.25	0.70794	0.71545	0.69945	0.71353	22140	0	30
2010.06.28	0.71460	0.71465	0.70580	0.70812	20214	0	24
2010.06.29	0.70812	0.70821	0.69085	0.69223	24484	0	30
2010.06.30	0.69232	0.69530	0.68405	0.68488	29089	0	30
2010.07.01	0.68487	0.69266	0.67937	0.69222	31097	0	25
2010.07.02	0.69214	0.69700	0.68710	0.68818	26028	0	23
2010.07.05	0.68817	0.69378	0.68530	0.68806	15235	0	30
2010.07.06	0.68793	0.69731	0.68234	0.69298	22874	0	30
2010.07.07	0.69310	0.70504	0.68856	0.70285	22435	0	23
2010.07.08	0.70265	0.71010	0.70217	0.70844	21125	0	26
2010.07.09	0.70859	0.71147	0.70616	0.71037	17515	0	14
2010.07.12	0.71060	0.71343	0.70561	0.71265	16722	0	19
2010.07.13	0.71271	0.72053	0.70748	0.71977	17211	0	23
2010.07.14	0.71948	0.72531	0.71580	0.72335	20085	0	40
2010.07.15	0.72331	0.73010	0.71729	0.72731	24937	0	30
2010.07.16	0.72709	0.72750	0.70948	0.71039	24006	0	30
2010.07.19	0.70860	0.71123	0.70271	0.70633	23498	0	30
2010.07.20	0.70633	0.71730	0.70433	0.71702	23288	0	30
2010.07.21	0.71723	0.71942	0.71132	0.71184	22838	0	30
2010.07.22	0.71179	0.72718	0.70952	0.72439	23185	0	30
2010.07.23	0.72446	0.72882	0.72253	0.72694	23040	0	30
2010.07.26	0.72680	0.73526	0.72449	0.73299	20847	0	30
2010.07.27	0.73292	0.73940	0.73117	0.73190	21093	0	30
2010.07.28	0.73182	0.73374	0.72002	0.72095	25989	0	30
2010.07.29	0.72081	0.72853	0.72043	0.72380	23599	0	30
2010.07.30	0.72379	0.72666	0.71893	0.72570	22164	0	30
2010.08.02	0.72679	0.73398	0.72605	0.73150	19005	0	30
2010.08.03	0.73150	0.73536	0.72978	0.73310	19714	0	30
2010.08.04	0.73301	0.73535	0.72970	0.73424	20805	0	30
2010.08.05	0.73427	0.73535	0.72464	0.72941	23270	0	30
2010.08.06	0.72951	0.73427	0.72696	0.73315	20315	0	30
2010.08.09	0.73342	0.73351	0.72660	0.72830	17369	0	30
2010.08.10	0.72822	0.72902	0.71660	0.72340	25302	0	30
2010.08.11	0.72340	0.72360	0.71150	0.71232	25201	0	30
2010.08.12	0.71226	0.71588	0.70633	0.70851	26094	0	30
2010.08.13	0.70845	0.71813	0.70483	0.70556	22077	0	30
2010.08.16	0.70760	0.71024	0.69951	0.70600	22431	0	30
2010.08.17	0.70601	0.71465	0.70387	0.71186	22365	0	30
2010.08.18	0.71195	0.71910	0.71012	0.71373	21448	0	30
2010.08.19	0.71335	0.71544	0.70549	0.70696	24617	0	30
2010.08.20	0.70702	0.70813	0.70015	0.70638	21840	0	30
2010.08.23	0.70523	0.71222	0.70404	0.70569	19670	0	30
2010.08.24	0.70569	0.70772	0.69923	0.70271	26574	0	30
2010.08.25	0.70282	0.70618	0.69471	0.70200	27678	0	30
2010.08.26	0.70196	0.70878	0.69815	0.70306	22808	0	30
2010.08.27	0.70293	0.71360	0.70160	0.71055	22037	0	30
2010.08.30	0.71226	0.71340	0.70348	0.70358	17737	0	30
2010.08.31	0.70357	0.70490	0.69643	0.69914	25833	0	30
2010.09.01	0.69896	0.71298	0.69857	0.71198	20399	0	30
