<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.09.15	1.28411	1.29248	1.28139	1.28881	48712	0	17
2020.09.16	1.28848	1.30063	1.28740	1.29661	76729	0	17
2020.09.17	1.29660	1.29982	1.28634	1.29723	106988	0	17
2020.09.18	1.29707	1.29986	1.29132	1.29214	65449	0	17
2020.09.21	1.29222	1.29652	1.27742	1.28150	74470	0	17
2020.09.22	1.28064	1.28656	1.27096	1.27283	75445	0	17
2020.09.23	1.27282	1.27760	1.26740	1.27216	77773	0	17
2020.09.24	1.27147	1.27800	1.26893	1.27402	91425	0	17
2020.09.25	1.27405	1.28042	1.26862	1.27464	66026	0	17
2020.09.28	1.27593	1.29288	1.27494	1.28289	64275	0	17
2020.09.29	1.28356	1.29021	1.28215	1.28570	70759	0	17
2020.09.30	1.28563	1.29415	1.28044	1.29212	96703	0	17
2020.10.01	1.29106	1.29775	1.28181	1.28849	97033	0	17
2020.10.02	1.28841	1.29530	1.28354	1.29326	101170	0	18
2020.10.05	1.29242	1.29898	1.28984	1.29756	59565	0	17
2020.10.06	1.29704	1.30059	1.28657	1.28725	77386	0	17
2020.10.07	1.28658	1.29285	1.28432	1.29172	74136	0	17
2020.10.08	1.29119	1.29690	1.28898	1.29316	59713	0	17
2020.10.09	1.29191	1.30439	1.29161	1.30410	56078	0	17
2020.10.12	1.30243	1.30813	1.30042	1.30621	49102	0	17
2020.10.13	1.30616	1.30670	1.29209	1.29345	67170	0	17
2020.10.14	1.29331	1.30633	1.28617	1.30108	66261	0	17
2020.10.15	1.30101	1.30284	1.28890	1.29013	76837	0	17
2020.10.16	1.29000	1.29612	1.28553	1.29270	65133	0	17
2020.10.19	1.28959	1.30234	1.28930	1.29452	63226	0	17
2020.10.20	1.29354	1.29784	1.29097	1.29452	58795	0	17
2020.10.21	1.29446	1.31758	1.29340	1.31427	74299	0	17
2020.10.22	1.31414	1.31522	1.30691	1.30793	63009	0	17
2020.10.23	1.30749	1.31210	1.30174	1.30439	56400	0	17
2020.10.26	1.30445	1.30735	1.29914	1.30156	66807	0	17
2020.10.27	1.30154	1.30785	1.29997	1.30410	56883	0	17
2020.10.28	1.30410	1.30622	1.29152	1.29820	84966	0	17
2020.10.29	1.29820	1.30243	1.28794	1.29251	85608	0	17
2020.10.30	1.29254	1.29868	1.28977	1.29345	88046	0	17
2020.11.02	1.29232	1.29415	1.28523	1.29156	63545	0	17
2020.11.03	1.29154	1.30776	1.29013	1.30600	49257	0	17
2020.11.04	1.30561	1.31393	1.29128	1.29863	106540	0	18
2020.11.05	1.29863	1.31538	1.29279	1.31431	78780	0	19
2020.11.06	1.31433	1.31760	1.30909	1.31515	74157	0	17
2020.11.09	1.31560	1.32068	1.31168	1.31624	96457	0	17
2020.11.10	1.31603	1.32771	1.31538	1.32694	90726	0	20
2020.11.11	1.32682	1.33126	1.31899	1.32200	61214	0	17
2020.11.12	1.32146	1.32272	1.31051	1.31186	57798	0	17
2020.11.13	1.31263	1.31936	1.31084	1.31932	43231	0	17
2020.11.16	1.31540	1.32412	1.31540	1.31959	56271	0	17
2020.11.17	1.31953	1.32714	1.31881	1.32428	68166	0	17
2020.11.18	1.32428	1.33110	1.32417	1.32661	50748	0	17
2020.11.19	1.32656	1.32784	1.31944	1.32601	62045	0	17
2020.11.20	1.32601	1.32972	1.32428	1.32918	57654	0	18
2020.11.23	1.32929	1.33963	1.32625	1.33227	58263	0	17
2020.11.24	1.33223	1.33793	1.32916	1.33560	64397	0	17
2020.11.25	1.33553	1.33925	1.33029	1.33829	64992	0	17
2020.11.26	1.33740	1.33968	1.33208	1.33545	42445	0	17
2020.11.27	1.33540	1.33808	1.32916	1.32943	51638	0	19
2020.11.30	1.33318	1.33834	1.33038	1.33201	68460	0	18
2020.12.01	1.33201	1.34419	1.33145	1.34197	65377	0	18
2020.12.02	1.34148	1.34400	1.32860	1.33640	73330	0	19
2020.12.03	1.33687	1.34993	1.33523	1.34492	63306	0	18
2020.12.04	1.34456	1.35384	1.34079	1.34366	67829	0	20
2020.12.07	1.34082	1.34367	1.32232	1.33750	73247	0	17
2020.12.08	1.33736	1.33921	1.32881	1.33498	77660	0	19
2020.12.09	1.33491	1.34766	1.33406	1.34022	61875	0	17
2020.12.10	1.33980	1.34097	1.32442	1.32909	70768	0	18
2020.12.11	1.32921	1.33234	1.31333	1.32256	66620	0	21
2020.12.14	1.33644	1.34444	1.32890	1.33257	64607	0	19
2020.12.15	1.33128	1.34684	1.32790	1.34621	73862	0	19
2020.12.16	1.34621	1.35534	1.34334	1.35063	67793	0	19
2020.12.17	1.35077	1.36234	1.34942	1.35818	61910	0	19
2020.12.18	1.35843	1.35888	1.34704	1.34934	57799	0	17
2020.12.21	1.34041	1.34988	1.31864	1.34623	94506	0	21
2020.12.22	1.34624	1.34688	1.33025	1.33606	76230	0	23
2020.12.23	1.33522	1.35693	1.33508	1.34941	80281	0	19
2020.12.24	1.34913	1.36178	1.34880	1.35367	51702	0	23
2020.12.28	1.35469	1.35746	1.34279	1.34461	49701	0	20
2020.12.29	1.34408	1.35214	1.34394	1.34990	66490	0	23
2020.12.30	1.34962	1.36246	1.34901	1.36233	70269	0	19
2020.12.31	1.36233	1.36850	1.35975	1.36741	62345	0	20
2021.01.04	1.36504	1.37025	1.35402	1.35692	91908	0	18
2021.01.05	1.35686	1.36412	1.35529	1.36250	99460	0	21
2021.01.06	1.36243	1.36700	1.35338	1.36063	123256	0	22
2021.01.07	1.36063	1.36324	1.35313	1.35623	88372	0	17
2021.01.08	1.35577	1.36348	1.35373	1.35618	95257	0	21
2021.01.11	1.35542	1.35738	1.34493	1.35101	70249	0	17
2021.01.12	1.35100	1.36693	1.35030	1.36593	68159	0	18
2021.01.13	1.36595	1.37000	1.36104	1.36342	59778	0	17
2021.01.14	1.36310	1.37099	1.36155	1.36832	68435	0	18
2021.01.15	1.36833	1.36970	1.35711	1.35823	61005	0	18
2021.01.18	1.35882	1.36001	1.35184	1.35842	51401	0	18
2021.01.19	1.35836	1.36357	1.35702	1.36287	52120	0	17
2021.01.20	1.36250	1.37175	1.36218	1.36497	57763	0	18
2021.01.21	1.36561	1.37448	1.36490	1.37288	60052	0	17
2021.01.22	1.37293	1.37352	1.36343	1.36793	52818	0	18
2021.01.25	1.36777	1.37225	1.36473	1.36713	64688	0	17
2021.01.26	1.36741	1.37433	1.36086	1.37339	54405	0	18
2021.01.27	1.37339	1.37576	1.36580	1.36862	76947	0	18
2021.01.28	1.36798	1.37449	1.36290	1.37190	78567	0	19
2021.01.29	1.37190	1.37502	1.36559	1.36970	87659	0	20
2021.02.01	1.37008	1.37565	1.36548	1.36584	70509	0	19
2021.02.02	1.36608	1.37093	1.36100	1.36668	62502	0	17
2021.02.03	1.36664	1.36822	1.36180	1.36413	57811	0	18
2021.02.04	1.36385	1.36966	1.35641	1.36697	65042	0	18
2021.02.05	1.36705	1.37389	1.36585	1.37372	52756	0	18
2021.02.08	1.37144	1.37482	1.36788	1.37322	44414	0	18
2021.02.09	1.37356	1.38191	1.37337	1.38148	50053	0	18
2021.02.10	1.38137	1.38647	1.38013	1.38331	57230	0	17
2021.02.11	1.38272	1.38579	1.37992	1.38106	39976	0	17
2021.02.12	1.38106	1.38612	1.37745	1.38504	40980	0	18
2021.02.15	1.38516	1.39178	1.38466	1.38989	44170	0	17
2021.02.16	1.38998	1.39504	1.38681	1.39014	57689	0	17
2021.02.17	1.39009	1.39059	1.38280	1.38625	59692	0	17
2021.02.18	1.38544	1.39848	1.38385	1.39720	60441	0	17
2021.02.19	1.39726	1.40350	1.39503	1.40046	51364	0	18
2021.02.22	1.40132	1.40849	1.39794	1.40624	56724	0	18
2021.02.23	1.40615	1.41155	1.40526	1.41091	53532	0	17
2021.02.24	1.41079	1.42403	1.40810	1.41385	64966	0	18
2021.02.25	1.41385	1.41806	1.39990	1.40053	86976	0	20
2021.02.26	1.40077	1.40253	1.38865	1.39273	110123	0	23
2021.03.01	1.39290	1.39978	1.39026	1.39241	67052	0	19
2021.03.02	1.39228	1.39756	1.38578	1.39506	69436	0	19
2021.03.03	1.39571	1.40049	1.39195	1.39461	72608	0	17
2021.03.04	1.39538	1.40158	1.38789	1.38910	92949	0	19
2021.03.05	1.38930	1.39055	1.37769	1.38454	90211	0	19
2021.03.08	1.38112	1.38645	1.37989	1.38199	77178	0	19
2021.03.09	1.38190	1.39244	1.38005	1.38858	72635	0	18
2021.03.10	1.38919	1.39370	1.38442	1.39305	62091	0	18
2021.03.11	1.39192	1.39948	1.39175	1.39864	63052	0	19
2021.03.12	1.39849	1.40036	1.38621	1.39283	69143	0	19
2021.03.15	1.39155	1.39485	1.38514	1.38996	66606	0	17
2021.03.16	1.38995	1.39047	1.38078	1.38911	60375	0	18
2021.03.17	1.38907	1.39693	1.38496	1.39603	64644	0	17
2021.03.18	1.39598	1.40001	1.38959	1.39262	81954	0	17
2021.03.19	1.39263	1.39580	1.38293	1.38632	67979	0	19
2021.03.22	1.38358	1.38756	1.38166	1.38576	43508	0	17
2021.03.23	1.38577	1.38633	1.37392	1.37488	49992	0	17
2021.03.24	1.37488	1.37566	1.36727	1.36856	47602	0	17
2021.03.25	1.36856	1.37440	1.36690	1.37377	48945	0	18
2021.03.26	1.37379	1.38114	1.37305	1.37837	39155	0	17
2021.03.29	1.37909	1.38454	1.37541	1.37594	42073	0	17
2021.03.30	1.37597	1.37821	1.37047	1.37376	43232	0	17
2021.03.31	1.37378	1.38107	1.37150	1.37788	48392	0	18
2021.04.01	1.37760	1.38353	1.37447	1.38293	53102	0	17
2021.04.02	1.38289	1.38513	1.38082	1.38275	31816	0	17
2021.04.05	1.38240	1.39122	1.38117	1.39003	23153	0	17
2021.04.06	1.38992	1.39173	1.38006	1.38210	40054	0	17
2021.04.07	1.38185	1.38386	1.37232	1.37371	48165	0	17
2021.04.08	1.37333	1.37808	1.37173	1.37280	46684	0	17
2021.04.09	1.37280	1.37494	1.36691	1.37090	43013	0	17
2021.04.12	1.37085	1.37752	1.36680	1.37363	43368	0	17
2021.04.13	1.37425	1.37677	1.36925	1.37490	39931	0	17
2021.04.14	1.37490	1.38073	1.37451	1.37731	38319	0	17
2021.04.15	1.37731	1.38077	1.37601	1.37834	45682	0	17
2021.04.16	1.37791	1.38377	1.37144	1.38376	46965	0	17
2021.04.19	1.38254	1.39917	1.38086	1.39840	51994	0	17
2021.04.20	1.39845	1.40078	1.39250	1.39348	41181	0	18
2021.04.21	1.39316	1.39483	1.38842	1.39231	38907	0	17
